School,Make Tournament,Conference Champ,Last 12 Win %,Last 12 Wins,Conference Finish,RPI,RPI Rank,NET Rank,Conference,Record,Adj. Offensive Efficiency,OE Rank,Adj. Defensive Efficiency,DE Rank,Barthag,Barthag Rank,Conference Record,SOS,Non-Conf SOS,Conference SOS,Conference Win %,Wins Above Bubble,WAB Rank
Idaho State,0,0,0.25,3,10,0.372,343,NA,BSky,5-23,96.09309028175215,285,110.26863721523755,317,0.17045238350742858,312,4-14,0.37506009453190936,0.4323994019163996,0.3432049237627483,0.2222222222222222,-19.11478909115752,338
Illinois,0,0,0.583,7,7,0.557,71,NA,B10,19-13,107.65975537933534,73,93.17605146139422,38,0.8404498209878015,43,9-9,0.6597208895091041,0.46064693112758237,0.7942597942632175,0.5,-0.4501820781878256,56
Illinois-Chicago,0,0,0.25,3,7,0.430,294,NA,Horz,8-24,99.28985010208322,235,109.37111393484247,305,0.24748148607694562,280,4-12,0.5135076786030628,0.5154744519525132,0.5133990224864027,0.25,-16.675244590939332,319
Illinois State,0,0,0.667,8,3,0.562,64,NA,MVC,20-12,107.06074193453486,83,95.55444173486609,61,0.7871032777778371,66,11-7,0.5677833165277306,0.556687293270281,0.5349819076896063,0.6111111111111112,-2.714490731575354,82
Incarnate Word,0,0,0.583,7,5,0.508,157,NA,Slnd,14-10,104.70717514529275,120,112.13354421861501,334,0.3125954649243048,246,10-8,0.36642296754186554,0.5892570443712462,0.2921449419320721,0.5555555555555556,-5.944915849478648,137
Indiana,1,0,0.333,4,7,0.567,57,NA,B10,20-13,119.54972665630044,6,103.03637702544049,182,0.8467686343873555,41,9-9,0.6639494347596353,0.4509375836815349,0.8076937713983108,0.5,-0.14158323286493024,50
Indiana State,0,0,0.5,6,3,0.491,191,NA,MVC,14-16,100.86179630678092,201,100.67066290281628,141,0.5054530859752134,162,11-7,0.5202172761379396,0.44334301185548397,0.5657423107766753,0.6111111111111112,-8.131265974051775,172
Iona,0,0,0.917,11,1,0.572,51,NA,MAAC,26-8,110.94179993153169,47,105.68935919412777,233,0.6359358235178977,117,17-3,0.4368411081502223,0.5425904062393588,0.37726938463246584,0.85,-2.0337337288987993,70
Iowa,1,0,0.667,8,3,0.579,45,NA,B10,21-11,114.55619148166645,16,92.37729868019613,23,0.922343197780676,18,12-6,0.6859600546956095,0.5201074333598232,0.800990974269634,0.6666666666666666,2.202987111536222,30
Iowa State,1,1,0.667,8,2,0.630,11,NA,B12,25-8,118.46500876552548,11,95.75112438739927,64,0.9204114460060652,19,12-6,0.7354565414272558,0.5177135711485875,0.8478482837096261,0.6666666666666666,7.190524169046175,10
IUPUI,0,0,0.333,4,6,0.452,259,NA,Sum,10-21,92.31368320539733,319,101.32520410285281,152,0.2551859097881583,278,6-10,0.4682679612898892,0.5675620414869306,0.3857193569155597,0.375,-14.381177772759049,291
Jackson State,0,0,0.583,7,5,0.406,323,NA,SWAC,11-21,88.57198180330847,344,103.06225386300467,184,0.14900164809469746,317,9-9,0.3001859877440673,0.523198063687252,0.14392619108926102,0.5,-16.84096102215242,322
Jacksonville,0,0,0.25,3,6,0.382,337,NA,ASun,7-22,95.58711895846443,293,114.82127488012287,341,0.10828352279178077,328,4-10,0.35554245145545055,0.38145342195870474,0.31629570923592276,0.2857142857142857,-17.576631015282803,329
Jacksonville State,0,0,0.333,4,4,0.423,305,NA,OVC,10-19,92.45048414833877,317,106.50946794584924,250,0.16411167159553797,314,5-11,0.395890157183285,0.40202964433856414,0.39090182386962047,0.3125,-14.016362362478507,286
James Madison,0,0,0.667,8,1,0.512,151,NA,CAA,19-13,102.330511890742,165,107.01378691167511,264,0.3741105148528834,221,11-7,0.45597703494143305,0.4752366719870213,0.4330507179659707,0.6111111111111112,-7.098701193564593,163
Kansas,1,0,0.667,8,1,0.676,2,NA,B12,26-8,113.81174954603763,22,89.81472324859553,9,0.9383797245259666,12,13-5,0.8036378652252233,0.7237607093343162,0.8457894384628161,0.7222222222222222,9.12571985347572,6
Kansas State,0,0,0.333,4,6,0.538,94,NA,B12,15-17,104.99886573958662,112,95.5734566624443,62,0.7468015247439208,77,8-10,0.7255460752904899,0.5212463523154607,0.8673149229338433,0.4444444444444444,-2.4145479065083935,77
Kennesaw State,0,0,0.417,5,6,0.407,322,NA,ASun,8-22,91.54887896087081,326,112.9128270076418,335,0.08225879648592636,344,4-10,0.3940508672051176,0.45113859277392354,0.32010551387606556,0.2857142857142857,-16.75271689737799,320
Kent State,0,0,0.583,7,1,0.540,92,NA,MAC,20-11,104.68546280975582,121,100.17838156324996,131,0.6238894962781867,122,12-6,0.5065502635159932,0.39809847642383156,0.5681931320193653,0.6666666666666666,-4.612212351945424,112
Kentucky,1,1,1,12,1,0.678,1,NA,SEC,33-0,119.53177521610685,7,83.97706265492975,2,0.9830425177335184,1,18-0,0.6942799444693801,0.6171447840425418,0.7455143889278837,1,12.65032265222073,1
La Salle,0,0,0.5,6,9,0.536,98,NA,A10,17-16,98.95200428381949,239,92.74856191259934,30,0.6779881374463993,103,8-10,0.6024839134049284,0.5488766460388992,0.6267769574265051,0.4444444444444444,-6.13426457020319,144
Lafayette,1,1,0.5,6,4,0.524,121,NA,Pat,19-12,109.81444783187584,55,114.30763918532375,340,0.3867095031214274,208,9-9,0.3906252887658447,0.4776121229705005,0.3488980661762488,0.5,-7.006260356687669,160
Lamar,0,0,0.417,5,6,0.469,223,NA,Slnd,11-15,97.32021324642314,267,107.66137948512761,276,0.23842778958575742,287,9-9,0.3898056581158637,0.5274631981836826,0.3286245291968331,0.5,-9.873909507450614,211
Lehigh,0,0,0.667,8,3,0.497,175,NA,Pat,15-14,97.92048662155752,259,99.61679461186219,122,0.4507818255974298,180,10-8,0.39996851926325067,0.5138709605962661,0.3419455819659892,0.5555555555555556,-9.252596742612633,202
Liberty,0,0,0.167,2,11,0.356,347,NA,BSth,4-24,89.3808668000473,339,109.67426432176202,309,0.08682815677113447,342,2-16,0.3591774625418953,0.4029586092346075,0.3403217600157844,0.1111111111111111,-20.439287953266522,342
Lipscomb,0,0,0.417,5,4,0.445,272,NA,ASun,11-17,98.19602731718007,252,110.51105783667865,319,0.20444792427335795,300,7-7,0.4016352769267475,0.5000590238597641,0.30241117560734654,0.5,-11.892282415303944,249
Little Rock,0,0,0.5,6,8,0.442,276,NA,SB,12-18,102.5823368206039,159,108.16511980988889,288,0.3521911450428749,229,8-12,0.41057515636534714,0.4496489545755558,0.40143093289485804,0.4,-13.055087074922769,271
Long Island University,0,0,0.5,6,7,0.456,254,NA,NEC,12-18,95.39122842856352,295,105.10813354101171,223,0.24684045344187708,281,8-10,0.37099637470365143,0.4918345888350086,0.2892799220095364,0.4444444444444444,-13.582475513702306,278
Longwood,0,0,0.25,3,9,0.410,316,NA,BSth,9-23,95.29807004156599,296,108.90056602633474,298,0.17735152716574482,309,5-13,0.38189545125974905,0.4643104320187544,0.3402201182018665,0.2777777777777778,-17.97317552076421,333
Louisiana,0,0,0.667,8,4,0.516,136,NA,SB,17-13,103.41663384742495,147,100.6748839924175,143,0.5766408685199511,136,13-7,0.41247454266681827,0.45974830360026525,0.3795212986325195,0.65,-8.102849821515491,171
Louisiana-Monroe,0,0,0.667,8,2,0.521,128,NA,SB,17-12,96.05713749484951,286,96.8302449978639,73,0.47696974073515924,172,14-6,0.42352660280362264,0.5334648542057872,0.3892390169271101,0.7,-6.905229214714142,158
Louisiana State,1,0,0.583,7,3,0.567,54,NA,SEC,22-10,107.83556723818823,71,93.14130323489005,37,0.8435170206018219,42,11-7,0.6315687631929343,0.45697855902368334,0.7596072237827844,0.6111111111111112,0.6060599578731657,43
Louisiana Tech,0,0,0.833,10,1,0.566,58,NA,CUSA,24-8,104.17460063685178,130,97.0528826141091,81,0.6930339473225413,97,15-3,0.4448936334310412,0.43484069442525636,0.4469885219121982,0.8333333333333334,-1.6076008620447908,69
Louisville,1,0,0.667,8,4,0.610,20,NA,ACC,24-8,108.4349022607895,63,86.93250382340145,4,0.9270144153421453,15,12-6,0.6996439038791481,0.4999953870340091,0.8299702952738834,0.6666666666666666,5.9035878002216275,13
Loyola (IL),0,0,0.417,5,6,0.523,124,NA,MVC,17-13,102.86579086393587,154,101.21482161347419,150,0.5463835597471783,145,8-10,0.531941757896527,0.4425844562587346,0.5613092721021113,0.4444444444444444,-4.566142838407927,109
Loyola (MD),0,0,0.333,4,9,0.446,270,NA,Pat,11-19,91.55357412254612,325,103.45907501752689,195,0.19688219471548535,303,7-11,0.41433572194850254,0.488938763798002,0.36974673340270275,0.3888888888888889,-13.713887854811368,280
Loyola Marymount,0,0,0.25,3,9,0.449,268,NA,WCC,7-23,101.45743533364193,181,107.92030734227023,282,0.3295618047001462,238,4-14,0.6697306149287656,0.6422364008953179,0.6937546725749854,0.2222222222222222,-12.78186655116475,266
Maine,0,0,0.167,2,8,0.381,339,NA,AE,3-27,92.14409636036872,321,113.57541387418567,336,0.08280705845211361,343,2-14,0.44074110759789,0.555781748700698,0.33454344429739624,0.125,-20.813661043857042,346
Manhattan,1,1,0.667,8,3,0.504,166,NA,MAAC,19-13,101.09742225895968,191,99.69198509828175,124,0.5401614110434987,147,13-7,0.4226619343999821,0.5047811491492558,0.3866271206967268,0.65,-7.551054337011503,167
Marist,0,0,0.417,5,10,0.409,317,NA,MAAC,7-25,92.36831124564965,318,104.52560345278093,214,0.19435560526350357,304,6-14,0.4326893979327179,0.44031168925301617,0.42061348672653126,0.3,-19.843182036586093,341
Marquette,0,0,0.167,2,9,0.512,149,NA,BE,13-19,103.86860902473532,140,95.46836852205786,60,0.7250826529171522,86,4-14,0.7142016581195424,0.5166521244838451,0.8305735193930218,0.2222222222222222,-4.573122434205057,110
Marshall,0,0,0.583,7,11,0.429,297,NA,CUSA,9-21,94.75389164916598,301,101.90915234710565,162,0.3021276433092075,254,7-11,0.48608701822065115,0.527623442203454,0.46042422663048327,0.3888888888888889,-14.646301540572686,296
Maryland,1,0,0.75,9,2,0.632,9,NA,B10,27-6,110.17961953615473,52,93.62723555629235,39,0.8667001682695905,32,14-4,0.6750434358971061,0.49364015543111495,0.7824889197845805,0.7777777777777778,7.049680749079067,11
Maryland-Baltimore County,0,0,0.167,2,8,0.370,346,NA,AE,4-26,87.32129511371035,347,109.08993345982509,300,0.07178086222142809,346,2-14,0.3862416506154855,0.42731733776715125,0.33596227637877357,0.125,-20.67068079384478,344
Maryland-Eastern Shore,0,0,0.667,8,3,0.488,195,NA,MEAC,18-14,101.10776731663472,190,107.86606340181187,280,0.32211073694610926,243,11-5,0.35140568882255796,0.5296225810449704,0.19021499606643613,0.6875,-8.66289762609536,182
Massachusetts,0,0,0.583,7,6,0.549,81,NA,A10,17-15,104.38599246656969,126,100.467498293507,134,0.6082599897569453,126,10-8,0.635445640435373,0.6496462453160035,0.6228261759654558,0.5555555555555556,-4.759150934878774,116
Massachusetts-Lowell,0,0,0.25,3,6,0.451,263,NA,AE,11-17,91.34159499332642,328,107.34386650259901,270,0.13511645281264797,320,6-10,0.41617669408361363,0.5339256037292713,0.3278650118493703,0.375,-11.723107206692644,245
McNeese State,0,0,0.583,7,7,0.439,279,NA,Slnd,11-16,99.17080283344703,237,110.12085223933374,316,0.23068454842167999,291,8-10,0.3904026167316376,0.7376621727028484,0.267772230177971,0.4444444444444444,-11.103706167354998,230
Memphis,0,0,0.5,6,5,0.545,84,NA,Amer,18-14,104.71670767676264,119,95.0359141819954,55,0.7531612209727565,75,10-8,0.5634253353538818,0.5201113946463505,0.5822771017050712,0.5555555555555556,-5.248119594428719,124
Mercer,0,0,0.583,7,3,0.480,213,NA,SC,16-15,103.64990109585004,144,102.55255554284271,173,0.5305618600499961,150,12-6,0.40697897300875907,0.5559787638224765,0.33646292382956183,0.6666666666666666,-9.377400812466025,204
Miami (FL),0,0,0.5,6,6,0.562,65,NA,ACC,21-12,111.46530385282121,38,95.75228565557244,65,0.8516260789967417,38,10-8,0.6735176263424313,0.49920918962154087,0.793602263709128,0.5555555555555556,0.8833176346508937,42
Miami (OH),0,0,0.5,6,5,0.466,230,NA,MAC,12-19,99.92005664438348,219,104.99802426228851,222,0.36122121321242256,225,8-10,0.5253456775482147,0.4105169969114779,0.5940967765359719,0.4444444444444444,-12.063648771766236,252
Michigan,0,0,0.333,4,9,0.550,79,NA,B10,15-16,111.01728085889013,44,96.95612042434047,77,0.8259820628950357,49,8-10,0.7180206393647636,0.5575884693939778,0.7948702578401634,0.4444444444444444,-2.2462921597958156,74
Michigan State,1,0,0.667,8,3,0.602,26,NA,B10,23-10,115.5083307951116,15,92.54028690276746,28,0.9275421734903847,14,12-6,0.6958788102118969,0.5204202538296658,0.8008342219994327,0.6666666666666666,3.2947952291680807,24
Middle Tennessee,0,0,0.417,5,6,0.519,130,NA,CUSA,18-16,100.59814467164283,206,99.86237306042767,128,0.5210924077345824,156,9-9,0.4928734947229818,0.5373726368749437,0.43287360544375747,0.5,-8.712706524301929,183
Milwaukee,0,0,0.667,8,5,0.482,207,NA,Horz,12-16,100.99716945349866,195,103.9952179901978,205,0.4166835196997975,200,9-7,0.5224182325777945,0.5621843014995089,0.4925936808865088,0.5625,-8.855995079374015,188
Minnesota,0,0,0.417,5,10,0.536,100,NA,B10,17-15,111.28609835406318,41,97.44934861303014,89,0.8215484054419671,51,6-12,0.6657618708370785,0.4406886739777087,0.8128610085057162,0.3333333333333333,-2.231831028281721,73
Mississippi,1,0,0.667,8,3,0.568,53,NA,SEC,20-12,113.03250181497103,26,99.15473322894982,116,0.8185313579259301,54,11-7,0.662207607777187,0.5028684154544201,0.7695028712376164,0.6111111111111112,-0.4036622077753481,55
Mississippi State,0,0,0.333,4,11,0.476,215,NA,SEC,12-19,99.70855219466547,223,97.09748173215797,82,0.5757044464619708,137,6-12,0.6139185073179426,0.3893795998538882,0.7645760778796479,0.3333333333333333,-8.895310702223842,192
Mississippi Valley State,0,0,0.333,4,8,0.370,345,NA,SWAC,6-26,89.19838317013641,341,116.38601982185375,347,0.044806130019176424,348,5-13,0.3406146913270287,0.605624731081332,0.15578854671012107,0.2777777777777778,-20.678897608912433,345
Missouri,0,0,0.167,2,14,0.475,216,NA,SEC,8-23,99.44326674012159,231,101.62023252272874,158,0.43806063953111846,185,3-15,0.7131494045030972,0.6036123187137555,0.7812211860747508,0.16666666666666666,-9.72116914591511,209
Missouri-Kansas City,0,0,0.583,7,2,0.430,296,NA,WAC,12-19,95.95668903724805,288,107.00068966204276,263,0.2222173807862971,294,8-6,0.36686590008412395,0.47817567812621403,0.2720403278519639,0.5714285714285714,-14.05563225816837,288
Missouri State,0,0,0.25,3,8,0.459,246,NA,MVC,9-20,96.36799336917849,279,104.39253813325803,210,0.28499521930916677,264,5-13,0.5548294869191639,0.5058203348084838,0.58972363840748665,0.2777777777777778,-12.077643438356654,253
Monmouth,0,0,0.583,7,3,0.497,176,NA,MAAC,18-15,97.95277450176373,258,100.53949589458313,139,0.42561871923551114,193,13-7,0.42199262528612336,0.4434384600805078,0.3977942363159185,0.65,-8.914568508507767,193
Montana,0,0,0.75,9,1,0.519,132,NA,BSky,18-12,103.69139892996503,142,103.37061359193203,190,0.5089070999254947,160,14-4,0.40207981372690793,0.6117161894186369,0.30050259150595054,0.7777777777777778,-6.996300938672915,159
Montana State,0,0,0.25,3,10,0.405,325,NA,BSky,6-23,94.37790515077299,305,107.72219833445575,279,0.17933493222318578,308,4-14,0.4103660189077325,0.5311454807871894,0.3365563477591754,0.2222222222222222,-17.80826971803308,332
Morehead State,0,0,0.667,8,3,0.483,204,NA,OVC,15-17,102.37964218345263,163,101.49426437094667,155,0.524950353256243,152,10-6,0.43264176417674605,0.5201703112355018,0.34500461798316695,0.625,-10.5167878209065,219
Morgan State,0,0,0.333,4,11,0.382,336,NA,MEAC,7-24,92.10225169350049,322,111.46673148841546,325,0.10024475761454017,332,5-11,0.38086518571612016,0.5558998079388805,0.2354387535294424,0.3125,-18.38611524477032,336
Mount St. Mary's,0,0,0.583,7,4,0.491,188,NA,NEC,15-15,95.86569078249784,290,101.54485913853208,157,0.34032330173358855,234,11-7,0.38040593047372795,0.5534025114573696,0.27902242649733733,0.6111111111111112,-9.486908042149908,206
Murray State,0,0,1,12,1,0.563,63,NA,OVC,25-5,112.67882475062468,28,102.8634078674719,179,0.7404107899794616,80,16-0,0.41120767201766184,0.5039796743197485,0.32854160006602323,1,0.06391773316666594,49
Navy,0,0,0.417,5,6,0.457,253,NA,Pat,12-19,97.80884773787949,260,105.15251117859643,225,0.30310350612672265,250,8-10,0.39306825874995804,0.4543339961765197,0.35801941167062556,0.4444444444444444,-13.756108766062157,282
Nebraska,0,0,0.167,2,12,0.510,154,NA,B10,13-18,98.83209881477256,241,92.81621159906427,31,0.6730941228073627,105,5-13,0.6910925533470548,0.47011815525397777,0.8339424283879212,0.2777777777777778,-5.192921945536354,123
Nevada,0,0,0.25,3,10,0.423,306,NA,MWC,7-22,95.72395984644209,291,104.09097780100066,206,0.27614565514048606,271,5-13,0.550938599125645,0.48371839562553953,0.5765879840934607,0.2777777777777778,-14.7020805710942,298
Nevada-Las Vegas,0,0,0.583,7,7,0.530,108,NA,MWC,17-15,106.93676591475332,86,99.4159931912053,118,0.6981774265065879,94,8-10,0.5862703034405885,0.66608197458203,0.5398278534193357,0.4444444444444444,-5.376334648465175,127
New Hampshire,0,0,0.833,10,4,0.489,193,NA,AE,17-12,97.68618035905568,262,100.47502444471115,135,0.41977077076912267,195,11-5,0.3503706860029811,0.4232485692397361,0.2925848522780128,0.6875,-8.059155115346806,170
New Mexico,0,0,0.25,3,8,0.500,172,NA,MWC,15-16,99.42102354485388,232,96.71048632049445,72,0.5788075564457862,134,7-11,0.5472704824364594,0.4746563963934291,0.605196845012042,0.3888888888888889,-8.18565791758151,174
New Mexico State,1,1,0.917,11,1,0.530,109,NA,WAC,21-10,103.59048867879764,145,97.41372767595534,88,0.6697382226170562,108,13-1,0.3875305795347066,0.5651054745378781,0.20936175504956098,0.9285714285714286,-4.420360852801864,105
New Orleans,0,0,0.417,5,10,0.404,326,NA,Slnd,8-18,95.18423856933701,298,109.2738081417065,304,0.1697377213484487,313,6-12,0.3771918789453225,0.7205550978850122,0.27694206218632067,0.3333333333333333,-13.257503225484582,275
Niagara,0,0,0.417,5,8,0.433,289,NA,MAAC,8-22,98.23217141792605,250,109.89557506492912,312,0.21580821728673613,296,7-13,0.45988047164530327,0.5615722387160695,0.41846643076826007,0.35,-15.85189570905654,311
Nicholls State,0,0,0.417,5,8,0.407,320,NA,Slnd,7-19,89.26237563960738,340,105.40903114809372,228,0.12874681709368144,323,7-11,0.38526060331579726,0.6982076238395533,0.2755324776658285,0.3888888888888889,-13.83259464131527,283
NJIT,0,0,0.833,10,1,0.508,158,NA,Ind,14-11,100.9104999050347,199,102.77547911996355,175,0.4475444001253707,181,0-0,0.39383968461922336,0.39383968461922336,0,0,-6.178611213652036,145
Norfolk State,0,0,0.667,8,2,0.504,167,NA,MEAC,18-13,101.28443661996776,183,106.65783074738934,255,0.3556097277334522,227,12-4,0.3504717692151976,0.584886788966243,0.18134286114020293,0.75,-7.582610093829935,168
North Carolina,1,0,0.5,6,5,0.629,12,NA,ACC,24-11,118.69371645689618,9,92.0160024728244,19,0.9491995777608152,9,11-7,0.7793030345071567,0.6829486692019783,0.8241919169553469,0.6111111111111112,6.686944108430799,12
North Carolina-Asheville,0,0,0.5,6,6,0.459,244,NA,BSth,12-16,99.8363689361429,220,107.2684633427689,267,0.3045497877777522,248,10-8,0.3883283105697942,0.5180222932897459,0.3365938309968596,0.5555555555555556,-11.482534483284486,240
North Carolina-Greensboro,0,0,0.333,4,7,0.419,308,NA,SC,8-22,98.41661279722459,248,106.15513276117483,241,0.2951591977998211,257,6-12,0.40242575364825955,0.46721704254585106,0.3620478371587429,0.3333333333333333,-17.104852075607653,326
North Carolina-Wilmington,0,0,0.667,8,1,0.513,146,NA,CAA,17-13,100.29103998450586,211,98.66583307263832,111,0.5468330340376859,144,12-6,0.45534274633458244,0.5287486756558123,0.41432518804045776,0.6666666666666666,-6.698057978481583,152
North Carolina A&T,0,0,0.333,4,9,0.375,340,NA,MEAC,7-23,91.7160303404937,323,111.89696922589658,332,0.0921940069003771,336,6-10,0.3442708715982089,0.5165736444196682,0.21939133432551128,0.375,-18.169888605599105,335
North Carolina Central,0,0,0.917,11,1,0.521,127,NA,MEAC,22-7,100.86138246482034,202,97.23997407776523,84,0.6036029527462831,128,16-0,0.3030263823009534,0.5449719402383814,0.15234639852783546,1,-2.3262809041248835,75
North Carolina State,1,0,0.5,6,6,0.581,41,NA,ACC,20-13,113.49790610743531,25,96.95607416536583,76,0.8595494750843835,36,10-8,0.7185454851886166,0.5501889148095985,0.822972495955553,0.5555555555555556,1.262071166825897,38
North Dakota,0,0,0.167,2,10,0.418,310,NA,BSky,6-22,95.8683054745554,289,108.9853452693363,299,0.18622369050381762,307,4-14,0.42035240498194193,0.5774610692821844,0.33306981370402955,0.2222222222222222,-16.12126683904679,312
North Dakota State,1,1,0.75,9,1,0.541,89,NA,Sum,21-9,100.29039671017867,212,100.86345340043674,145,0.4836249394477108,171,12-4,0.39471082257220913,0.4263424480816465,0.3577088854775325,0.75,-3.8731603085885093,99
North Florida,1,1,0.833,10,1,0.507,162,NA,ASun,20-11,105.2742948177484,106,104.51093383392953,213,0.5209108372323088,157,12-2,0.3704527194268999,0.5162853462559078,0.2579844658819695,0.8571428571428571,-5.0056015193088115,120
North Texas,0,0,0.5,6,7,0.468,225,NA,CUSA,12-17,98.513497916407,245,102.79652208443454,176,0.3800310604730809,212,8-10,0.4879200934373888,0.5018401758604613,0.4848248651525068,0.4444444444444444,-10.736131300604107,225
Northeastern,1,1,0.583,7,1,0.543,86,NA,CAA,23-11,107.00361201569368,85,101.30364838851722,151,0.6523787775727838,111,12-6,0.4715300805815059,0.5631180523493378,0.40285871885615676,0.6666666666666666,-4.444974764836414,108
Northern Arizona,0,0,0.833,10,3,0.503,168,NA,BSky,18-14,100.11329278276006,216,102.39906149754913,170,0.4354587547366948,187,13-5,0.3947457449428088,0.5428573650371288,0.29064224512278497,0.7222222222222222,-8.51256513542846,179
Northern Colorado,0,0,0.5,6,5,0.458,248,NA,BSky,13-15,107.33047153583972,79,115.6548739806781,345,0.29754282183322245,256,10-8,0.3713948873402106,0.46553892845740147,0.32076376303730614,0.5555555555555556,-10.715362115399868,224
Northern Illinois,0,0,0.5,6,4,0.492,186,NA,MAC,13-16,100.50936134275295,208,102.69776531291438,174,0.43838868013676746,184,8-10,0.5335788390547018,0.43036241105247,0.5782510338555273,0.4444444444444444,-8.931903711400656,196
Northern Iowa,1,1,0.917,11,2,0.622,13,NA,MVC,30-3,114.5286933073984,17,92.23730426953094,22,0.9233881904947341,17,16-2,0.5330508132151371,0.5488556521240818,0.5196351742947088,0.8888888888888888,5.4597501214645385,14
Northern Kentucky,0,0,0.5,6,4,0.450,266,NA,ASun,11-17,102.27995709323277,167,108.5174244072799,293,0.3360904138872561,236,7-7,0.40430069056723317,0.553118416251794,0.28377735397441933,0.5,-12.034908932005767,251
Northwestern,0,0,0.417,5,10,0.523,123,NA,B10,15-17,106.18833639831237,93,100.89349328452218,146,0.6429547057691541,113,6-12,0.6803754886025046,0.4377061918686535,0.8463925837000226,0.3333333333333333,-4.045262702561188,102
Northwestern State,0,0,0.833,10,3,0.508,160,NA,Slnd,15-12,109.7570958121711,57,115.25828128152158,342,0.36298838669275835,224,13-5,0.412219310409948,0.7236906717043343,0.2799322616609802,0.7222222222222222,-6.302935916997544,149
Notre Dame,1,1,0.75,9,3,0.612,18,NA,ACC,29-5,124.27325333256975,3,99.09437927859956,115,0.9311003436836567,13,14-4,0.6461255899671745,0.35993654572247186,0.8066490104519269,0.7777777777777778,8.703083376806209,8
Oakland,0,0,0.75,9,3,0.507,161,NA,Horz,14-16,108.91834713050557,61,107.98773509680828,285,0.5246499036197226,153,11-5,0.5617994354094884,0.6873500637229925,0.47943442173803846,0.6875,-7.05547868879135,161
Ohio,0,0,0.25,3,6,0.466,231,NA,MAC,10-20,101.22058877302379,185,105.92741034086757,236,0.3722219201191726,222,5-13,0.5531149319625819,0.4509222710611084,0.6100082717869597,0.2777777777777778,-13.359541772790832,277
Ohio State,1,0,0.667,8,6,0.582,39,NA,B10,23-10,114.21790336931225,19,92.70471010479271,29,0.9168212729478394,20,11-7,0.6546154027674541,0.3971814921574256,0.816103239685962,0.6111111111111112,2.6005181163493796,28
Oklahoma,1,0,0.75,9,2,0.615,16,NA,B12,22-10,111.22816638784666,42,86.96331228445564,5,0.9442818685150602,10,12-6,0.7396199902468209,0.5558834328394053,0.8451109960745904,0.6666666666666666,4.603390978914867,16
Oklahoma State,1,0,0.417,5,6,0.574,48,NA,B12,17-13,111.00577271925569,46,94.46142810817258,52,0.8648291184764303,34,8-10,0.7342439291156398,0.5189256152724306,0.8541585687198507,0.4444444444444444,0.35565376077929467,44
Old Dominion,0,0,0.75,9,2,0.576,46,NA,CUSA,24-7,105.05685451175323,111,95.1995952833992,58,0.7564011095797489,74,13-5,0.47353199280366537,0.5320784142496383,0.43185879989906545,0.7222222222222222,-1.1886412286323282,62
Omaha,0,0,0.417,5,8,0.426,300,NA,Sum,11-17,100.13591474425782,215,108.51546191531406,292,0.2841051320371262,265,5-11,0.37403475234334843,0.36322934010157715,0.38213881152467677,0.3125,-12.684913966575673,264
Oral Roberts,0,0,0.583,7,3,0.506,163,NA,Sum,16-14,102.84446407993552,155,106.57660480788849,252,0.39892850851986833,205,10-6,0.44715825202081916,0.5656094856587343,0.3680389302176683,0.625,-8.290246624069166,176
Oregon,1,0,0.833,10,2,0.599,27,NA,P12,24-9,114.17319172959694,21,99.44338440413874,119,0.8304010803061058,47,13-5,0.6652273204804452,0.5254936319842672,0.7231363237884469,0.7222222222222222,3.108516137572811,25
Oregon State,0,0,0.333,4,7,0.518,133,NA,P12,16-14,98.1715641597669,256,90.92497672653042,12,0.7072036756438274,90,8-10,0.6356583850020965,0.46396315092535095,0.7367800504557377,0.4444444444444444,-3.8942464653837625,100
Pacific,0,0,0.25,3,9,0.460,241,NA,WCC,9-19,102.61495313579843,158,105.74444320574536,234,0.4144793087210995,201,4-14,0.6150252933690312,0.47348158863574796,0.6845119326793943,0.2222222222222222,-10.619611835652004,221
Penn State,0,0,0.333,4,13,0.531,106,NA,B10,18-16,104.11789728824448,133,93.66468983011444,41,0.7714875797286531,70,4-14,0.6623651144605182,0.4196268468846152,0.8109882670632235,0.2222222222222222,-3.46507253824266,94
Pennsylvania,0,0,0.25,3,7,0.452,261,NA,Ivy,9-19,96.17948229816658,283,106.341629942776,246,0.23956442823646884,286,4-10,0.4798504129055246,0.45417751932268746,0.5055233064883616,0.2857142857142857,-12.929425580053607,267
Pepperdine,0,0,0.5,6,4,0.517,135,NA,WCC,17-13,99.65477480631128,227,93.99570689424047,48,0.6620230756895799,109,10-8,0.5871039659988898,0.4129622839951709,0.6576539923516967,0.5555555555555556,-3.6719373555811274,97
Pittsburgh,0,0,0.5,6,9,0.553,75,NA,ACC,18-14,114.21618010162183,20,102.4444125839328,171,0.7774530719001244,68,8-10,0.6828398313538663,0.4853160639339275,0.8156786831721378,0.4444444444444444,-1.3701813350454892,66
Portland,0,0,0.417,5,6,0.512,152,NA,WCC,15-15,108.26666666430968,66,101.80080504590083,159,0.6699949096323498,107,7-11,0.5961955251927304,0.43650316442449555,0.6567834946477533,0.3888888888888889,-6.082326503925709,142
Portland State,0,0,0.5,6,6,0.468,226,NA,BSky,13-14,100.96184281102676,197,108.3292594869475,290,0.3078957544207637,247,9-9,0.38699673692626774,0.524972099063446,0.3277310958543944,0.5,-9.796409216509888,210
