School,Make Tournament,Conference Champ,Last 12 Win %,Last 12 Wins,Conference Finish,RPI,RPI Rank,NET Rank,Conference,Record,Adj. Offensive Efficiency,OE Rank,Adj. Defensive Efficiency,DE Rank,Barthag,Barthag Rank,Conference Record,SOS,Non-Conf SOS,Conference SOS,Conference Win %,Wins Above Bubble,WAB Rank
Cal State Northridge,0,0,0.25,3,8,0.437,282,NA,BW,7-24,98.81346818605931,242,106.98650272357327,262,0.28620430686158216,262,4-12,0.5415172890411597,0.5120624262962387,0.5610625735840313,0.25,-15.67749807475782,308
Campbell,0,0,0.25,3,10,0.407,321,NA,BSth,7-22,96.04743393645057,287,107.95418277694196,284,0.2068621513991479,299,4-14,0.38182159369179375,0.46282720268198424,0.33817826618506,0.2222222222222222,-17.46025997853476,327
Canisius,0,0,0.5,6,5,0.496,178,NA,MAAC,16-14,98.95712808957387,238,100.48325795932527,136,0.45611302372302176,178,11-9,0.42833610012640416,0.5031198900032257,0.3948192637264526,0.55,-9.17722913012256,201
Central Arkansas,0,0,0.167,2,13,0.339,349,NA,Slnd,2-27,89.00032030227754,342,116.53472163654072,348,0.04311480631395035,349,2-16,0.3632343391888363,0.4594960822816944,0.3044077184098673,0.1111111111111111,-22.943206580665752,350
Central Connecticut State,0,0,0.25,3,9,0.372,342,NA,NEC,5-26,91.12531355649207,331,111.80485102913929,331,0.08690914182360962,341,3-15,0.3512858024932537,0.4123155341304925,0.30720877408858116,0.16666666666666666,-21.86014696193995,348
Central Florida,0,0,0.25,3,9,0.454,255,NA,Amer,11-18,101.22050340954031,186,109.3752766158805,306,0.2908909955856083,258,5-13,0.5160528713359044,0.3581700437277527,0.6102211168028696,0.2777777777777778,-11.140897139590958,232
Central Michigan,0,0,0.667,8,1,0.561,66,NA,MAC,20-8,113.50013756780683,24,104.15131055800856,208,0.7287978528810112,85,12-6,0.48937794938781265,0.27772985852038834,0.5540140704690022,0.6666666666666666,-2.5170503449335415,80
Charleston Southern,0,0,0.75,9,1,0.505,165,NA,BSth,16-11,103.90205251169681,139,108.14913817029668,287,0.38681524585487437,207,13-5,0.3875931448769919,0.584239918482468,0.3118746687029731,0.7222222222222222,-6.080801217034532,141
Charlotte,0,0,0.5,6,11,0.481,210,NA,CUSA,14-18,106.21525213861813,92,106.37823290786686,247,0.49559198473483956,165,7-11,0.518196329958547,0.5981564940410657,0.4602864293558254,0.3888888888888889,-10.04287986121711,214
Chattanooga,0,0,0.833,10,2,0.528,113,NA,SC,20-10,102.41805424477798,162,103.4137353419492,191,0.47221365879167043,173,15-3,0.3973398970359796,0.5042207557362633,0.34278140058917994,0.8333333333333334,-4.8019175897173785,117
Chicago State,0,0,0.333,4,7,0.389,334,NA,WAC,5-24,87.92380735227005,345,106.5672711078233,251,0.0987210163054456,334,4-10,0.4545355524546497,0.6300406828998443,0.28985874485008634,0.2857142857142857,-17.581414844767156,330
Cincinnati,1,0,0.667,8,3,0.582,40,NA,Amer,22-10,106.8795337761888,87,92.91515210374368,33,0.8334363144719383,45,13-5,0.581736625300336,0.5797594366311009,0.5748150301064943,0.7222222222222222,-1.204924451033834,64
Citadel,0,0,0.25,3,7,0.402,327,NA,SC,8-19,101.64752971220267,177,120.42013493207482,351,0.12466588520311726,324,6-13,0.39420743016679843,0.477321472371348,0.37361299581730867,0.3157894736842105,-14.590520417261178,294
Clemson,0,0,0.5,6,9,0.532,103,NA,ACC,16-15,104.16999606665553,131,92.4893295240189,26,0.7970090925443946,61,8-10,0.6751412767089782,0.47281077941815347,0.8079393808053508,0.4444444444444444,-2.881081262900287,85
Cleveland State,0,0,0.667,8,3,0.517,134,NA,Horz,16-14,104.88812966573465,115,100.53728259059682,138,0.6194479667772557,123,11-5,0.5026276004209288,0.5320434186169803,0.4678656230493331,0.6875,-6.688799521422633,150
Coastal Carolina,1,1,0.583,7,3,0.521,126,NA,BSth,20-9,103.33913074502931,148,103.2033015222193,186,0.5037813210835863,163,12-6,0.34051629290340635,0.4539343116380088,0.29132760747374614,0.6666666666666666,-4.992244200100175,119
Colgate,0,0,0.583,7,2,0.489,194,NA,Pat,15-17,105.41361753802707,101,107.10680640983406,265,0.45431550460566444,179,12-6,0.41042064392282807,0.5366935243466638,0.34156269264125,0.6666666666666666,-11.302156761870785,236
College of Charleston,0,0,0.167,2,10,0.427,298,NA,CAA,9-24,94.10322438914433,310,102.94462232032026,180,0.26256347117937606,275,3-15,0.4798853940042069,0.5330991124870109,0.4452555344423044,0.16666666666666666,-16.970530750893932,323
Colorado,0,0,0.417,5,8,0.528,114,NA,P12,15-17,105.60668910983519,99,97.93779532597713,98,0.7041159816801914,91,7-11,0.6667722537739706,0.5380252150964516,0.7412669324254906,0.3888888888888889,-5.418428785235882,130
Colorado State,0,0,0.75,9,3,0.596,28,NA,MWC,26-6,110.67622894605528,50,97.6141036156003,92,0.8091121723533474,57,13-5,0.5264145589867674,0.5077264480086618,0.5249854974902238,0.7222222222222222,1.2991447370622327,37
Columbia,0,0,0.333,4,5,0.487,198,NA,Ivy,12-15,106.4273252300417,91,105.96735311194993,238,0.5124499217262685,159,5-9,0.4578090574284398,0.447608894786528,0.4672806370245008,0.35714285714285715,-9.697008345717933,208
Connecticut,0,0,0.5,6,5,0.554,74,NA,Amer,20-13,105.71572302360389,98,96.8697720227965,74,0.7320287914895461,84,10-8,0.5944925244978089,0.5863786040117737,0.6024349856561314,0.5555555555555556,-2.5922028952724876,81
Coppin State,0,0,0.5,6,9,0.415,311,NA,MEAC,7-23,97.15139597176571,270,115.60644436489295,344,0.11919312610324032,325,6-10,0.41947760859260474,0.687082225684711,0.22709517095116108,0.375,-16.479180945553487,317
Cornell,0,0,0.333,4,5,0.467,228,NA,Ivy,12-17,93.78815737263338,312,98.07541000018026,101,0.3742497666914599,219,5-9,0.4702544692682663,0.4550465180423214,0.48654870272463596,0.35714285714285715,-11.072822341644432,228
Creighton,0,0,0.333,4,9,0.511,153,NA,BE,14-19,109.36535855240953,60,99.968367449237,130,0.7375289148209109,82,4-14,0.6867401789960772,0.47881830630819483,0.829203585558634,0.2222222222222222,-5.621817525679087,134
Dartmouth,0,0,0.5,6,4,0.492,187,NA,Ivy,14-14,98.41767731788826,247,101.33896619212965,153,0.4166887266450777,199,7-7,0.4389902251392915,0.3973600132319561,0.48062043704662677,0.5,-8.998985810024275,198
Davidson,1,0,0.833,10,1,0.594,31,NA,A10,23-7,119.2911540232304,8,102.13951183302954,166,0.8563275204239221,37,14-4,0.570914603626833,0.4488038817760348,0.6183269863697185,0.7777777777777778,1.7829353078463375,31
Dayton,1,0,0.667,8,2,0.591,34,NA,A10,25-7,107.18460163076224,81,94.97890252348327,54,0.800644090342574,60,13-5,0.5759951581712995,0.561508729727963,0.572123938007848,0.7222222222222222,1.3990604507850057,35
Delaware,0,0,0.583,7,6,0.457,252,NA,CAA,10-20,99.52274194298981,229,107.703162362249,278,0.28732391599117774,259,9-9,0.4635740586607857,0.4808415503399735,0.44253255158398186,0.5,-13.941542247861298,284
Delaware State,0,0,0.417,5,5,0.488,196,NA,MEAC,16-17,99.83175088380182,221,110.55069427517174,320,0.23633824155719463,288,9-7,0.37988451809607293,0.6126221658261952,0.2120511868579144,0.5625,-10.619907306478979,222
Denver,0,0,0.417,5,6,0.465,233,NA,Sum,12-18,103.51523462626417,146,108.16538655465709,289,0.376286551120403,217,6-10,0.42926090189772476,0.4970213742713756,0.3708077657472156,0.375,-12.435308698592587,259
DePaul,0,0,0.167,2,7,0.487,197,NA,BE,12-20,107.790508246647,72,103.44483892709813,194,0.6161497548576433,125,6-12,0.6893089267430607,0.4735195354547654,0.8424779322247316,0.3333333333333333,-7.214928610757249,165
Detroit Mercy,0,0,0.417,5,6,0.484,201,NA,Horz,13-18,101.02747093741581,193,103.4323718196025,192,0.43277368361213625,188,7-9,0.5309511829942842,0.5975003103971287,0.4906302511364387,0.4375,-10.178614378863266,216
Drake,0,0,0.417,5,7,0.448,269,NA,MVC,8-22,103.98000220835091,136,110.91936971526783,322,0.3223578989433755,242,6-12,0.5726425063099416,0.5745862214470818,0.5856298732000248,0.3333333333333333,-13.132081333277519,274
Drexel,0,0,0.583,7,6,0.459,245,NA,CAA,11-18,98.1946389237767,254,103.84426411270306,203,0.34449688580972676,231,9-9,0.4821521919965425,0.5866867313212838,0.43627682130599865,0.5,-12.382752076856486,258
Duke,1,0,0.917,11,2,0.662,5,NA,ACC,29-4,125.33483310508927,2,93.02310609127,36,0.9685871195999382,5,15-3,0.7149241364961962,0.5529169211989872,0.811884817223331,0.8333333333333334,10.788257444700605,3
Duquesne,0,0,0.417,5,11,0.471,220,NA,A10,11-19,106.86226828759123,88,111.60169709929053,328,0.3777644575245582,215,6-12,0.5416083567895252,0.3497300944731599,0.6501401599183386,0.3333333333333333,-11.203485878221795,233
East Carolina,0,0,0.417,5,7,0.472,219,NA,Amer,12-19,102.28849745086879,166,105.964954875795,237,0.3998527290119799,204,6-12,0.5382568527662595,0.41644721737110474,0.6084727373722519,0.3333333333333333,-10.684894111119462,223
East Tennessee State,0,0,0.417,5,5,0.489,192,NA,SC,14-14,101.06854690428848,192,104.66046042900534,217,0.4009260714532388,203,8-10,0.4248927000208438,0.5785064832251411,0.3505109053480356,0.4444444444444444,-8.920103577564607,194
Eastern Illinois,0,0,0.417,5,3,0.499,174,NA,OVC,15-14,96.5879270796193,275,104.59049816946911,215,0.2858985608718876,263,9-7,0.44863936758937756,0.5456412793790324,0.3840173306610135,0.5625,-8.136900155922925,173
Eastern Kentucky,0,0,0.667,8,1,0.509,156,NA,OVC,17-11,102.7995084166543,156,101.13293617079,148,0.5468532051446225,143,11-5,0.39284923708714226,0.45253076457080504,0.34469263211132045,0.6875,-5.465811599389003,131
Eastern Michigan,0,0,0.583,7,4,0.515,141,NA,MAC,17-13,99.39282437658782,233,96.27018763332316,68,0.5907566321010018,132,8-10,0.5225313539962558,0.46000538856846457,0.546918893986845,0.4444444444444444,-6.202991989777731,146
Eastern Washington,1,1,0.75,9,1,0.551,78,NA,BSky,23-8,109.79817294242645,56,107.88032400112482,281,0.5504888284766355,142,14-4,0.3991573530284777,0.567771246632291,0.30556392631762447,0.7777777777777778,-2.5010945859658915,79
Elon,0,0,0.333,4,8,0.452,257,NA,CAA,13-18,96.16419106385513,284,105.26816542804035,227,0.261107361392201,276,6-12,0.4326907346640394,0.4075293227266711,0.44541596292173463,0.3333333333333333,-12.514357412582752,261
Evansville,0,0,0.5,6,5,0.525,119,NA,MVC,18-12,102.08223697913694,171,99.77163838232869,125,0.5654448523668298,140,9-9,0.5123847831366254,0.41073275581222196,0.5592433279103416,0.5,-4.576266155697358,111
Fairfield,0,0,0.083,1,10,0.426,299,NA,MAAC,7-24,93.55723047449213,313,104.82884409248473,220,0.21278993406799912,298,5-15,0.4392322789659972,0.4821522681878476,0.4187680125162544,0.25,-18.449945979637466,337
Fairleigh Dickinson,0,0,0.083,1,9,0.413,313,NA,NEC,7-21,94.6191823247784,302,111.43023758989162,324,0.13230933003662335,321,3-15,0.3882038451659001,0.5432674681619162,0.302057387945891,0.16666666666666666,-16.362949667568802,316
Florida,0,0,0.417,5,8,0.559,70,NA,SEC,16-17,106.11294323173033,94,89.76793264951628,8,0.8725478474586643,29,8-10,0.7266019622973746,0.631369838051598,0.7794465118793363,0.4444444444444444,-2.7504573185014167,83
Florida A&M,0,0,0.167,2,13,0.326,350,NA,MEAC,2-27,83.40862030639536,350,116.03612296054959,346,0.021951502947882034,350,2-14,0.31754165591917977,0.4441705113688235,0.21465571086634416,0.125,-23.179197459927625,351
Florida Atlantic,0,0,0.083,1,14,0.424,303,NA,CUSA,7-20,96.94295591645938,273,107.93563377610442,283,0.22526527847404137,292,2-16,0.4490372847514383,0.4292326740244242,0.45893959011494545,0.1111111111111111,-14.905285841428768,300
Florida Gulf Coast,0,0,0.833,10,2,0.516,137,NA,ASun,19-10,99.34608381541261,234,100.67353580253607,142,0.4619128632376575,176,11-3,0.39806083093605465,0.5632869315200744,0.2661988852883871,0.7857142857142857,-5.041162729715569,121
Florida International,0,0,0.5,6,7,0.475,217,NA,CUSA,14-17,93.93165981189287,311,102.19855076881541,167,0.2748755129225579,272,8-10,0.42896946731674035,0.3680028174791399,0.45346374369508535,0.4444444444444444,-11.382434260485056,237
Florida State,0,0,0.5,6,9,0.529,112,NA,ACC,17-16,104.16776931677542,132,96.2532052133549,67,0.7127413704645617,89,8-10,0.6733939780279886,0.4657521122060921,0.8000238600535811,0.4444444444444444,-3.210919649234708,88
Fordham,0,0,0.333,4,12,0.462,239,NA,A10,9-21,100.96311569072745,196,103.0591028161437,183,0.4411996271892433,183,4-14,0.5777254656010373,0.4362454794336588,0.6505400752252188,0.2222222222222222,-12.16802367579128,256
Fresno State,0,0,0.5,6,6,0.493,184,NA,MWC,13-17,100.72336482724418,205,103.26920256765263,188,0.4287247378425125,191,10-8,0.5624425642867018,0.5125125141323191,0.579251505599531,0.5555555555555556,-9.303596131363932,203
Furman,0,0,0.25,3,10,0.430,295,NA,SC,9-22,97.48582446552561,264,109.75552519184043,310,0.20370338737536517,301,5-13,0.4260921272039619,0.5271193858215282,0.3721450648760411,0.2777777777777778,-16.145574337104915,313
Gardner-Webb,0,0,0.5,6,6,0.512,148,NA,BSth,16-14,104.32403354986616,128,109.78643127279321,311,0.3573453989114111,226,10-8,0.43969381252779616,0.6317218618684387,0.3459067977209907,0.5555555555555556,-7.6377256599451595,169
George Mason,0,0,0.25,3,12,0.469,222,NA,A10,8-22,100.92766342227164,198,103.50300545259273,196,0.42806242069714057,192,4-14,0.6257324972787512,0.58812005131287,0.658969707040692,0.2222222222222222,-12.512973142499158,260
George Washington,0,0,0.417,5,6,0.545,83,NA,A10,21-12,106.85055273461447,89,95.77501256637056,66,0.7787569853743797,67,10-8,0.5763411280461095,0.5047843143452121,0.6272772981292949,0.5555555555555556,-2.1577749234845545,72
Georgetown,1,0,0.667,8,2,0.605,24,NA,BE,21-10,111.41141015822646,39,92.38726802668918,24,0.8959736299512192,23,12-6,0.7342416023454963,0.5931957475890979,0.8114996226020573,0.6666666666666666,3.881014162931817,20
Georgia,1,0,0.583,7,3,0.586,38,NA,SEC,21-11,108.0820853760447,67,92.95794905995393,34,0.849866351542472,40,11-7,0.696885692646713,0.5663075221964068,0.768382308071279,0.6111111111111112,1.7167911992381195,32
Georgia Southern,0,0,0.667,8,2,0.524,120,NA,SB,19-8,99.22476035392336,236,98.48704499640142,107,0.5214417214384652,155,14-6,0.3776509719884376,0.3369179945212206,0.38490492679123584,0.7,-3.905224189735459,101
Georgia State,1,1,0.833,10,1,0.561,67,NA,SB,22-9,109.41874445252547,59,98.78710429636263,112,0.7641330633501825,72,15-5,0.4330162477922322,0.5625463262037625,0.36106997755004755,0.75,-3.046204463000556,86
Georgia Tech,0,0,0.25,3,14,0.513,147,NA,ACC,12-19,102.01938281004023,174,92.86383322759265,32,0.7467452989863949,78,3-15,0.7124138703823887,0.5453285535838593,0.8226093520933662,0.16666666666666666,-6.015368986432769,138
Gonzaga,1,1,0.917,11,1,0.643,8,NA,WCC,31-2,120.10654584887138,5,92.49965962277749,27,0.9527321777823478,8,17-1,0.6250668651783754,0.5995588569585868,0.6251771325554935,0.9444444444444444,7.909722354231569,9
Grambling,0,0,0,0,10,0.307,351,NA,SWAC,0-27,77.02933156891672,351,116.79306389289873,349,0.00827259393241137,351,0-18,0.32624621018180416,0.7347868722243941,0.1600263874755678,0,-22.247978636742097,349
Grand Canyon,0,0,0.5,6,2,0.444,275,NA,WAC,15-14,104.78250684843744,116,113.83583533819089,338,0.27827966732853393,269,8-6,0.3402339189167009,0.41130681104668143,0.26408439163457914,0.5714285714285714,-9.647703087405041,207
Green Bay,0,0,0.75,9,2,0.567,56,NA,Horz,22-8,103.14468215253316,150,93.68861205636222,43,0.7513442334999203,76,12-4,0.4988363858830507,0.5554104140482735,0.45162148258244994,0.75,-1.0294292388521886,60
Hampton,1,1,0.333,4,6,0.450,265,NA,MEAC,16-17,94.32138836391854,307,103.43363072949049,193,0.2572033895845014,277,8-8,0.3109480826718416,0.46227176833629574,0.20234064224679343,0.5,-12.534087112969303,262
Hartford,0,0,0.333,4,5,0.459,243,NA,AE,13-16,95.21940876510973,297,105.6848516698926,232,0.23161855985592622,289,7-9,0.3797963789454787,0.45522328132469164,0.31573993568370684,0.4375,-11.109957334144703,231
Harvard,1,1,0.833,10,1,0.564,62,NA,Ivy,20-7,101.60076147182048,178,94.28930148430842,51,0.7024219888655708,92,11-3,0.4859038774679587,0.5216989869872649,0.4407151803815612,0.7857142857142857,-1.242734731251375,65
Hawaii,0,0,0.5,6,5,0.515,139,NA,BW,20-13,104.02496463142371,135,97.79020409710864,96,0.6705723424776924,106,8-8,0.5001161926317733,0.4513535384589981,0.5140572045104993,0.5,-6.06655803791928,140
High Point,0,0,0.667,8,1,0.542,88,NA,BSth,19-9,104.72208752797653,118,105.13691742475223,224,0.4886358737197493,170,13-5,0.4067891323420761,0.5713533004942514,0.327253922345487,0.7222222222222222,-3.8684019865181805,98
Hofstra,0,0,0.5,6,5,0.499,173,NA,CAA,20-13,108.30233487523807,65,103.85474595691986,204,0.6182754589077896,124,11-7,0.3855608952921167,0.3388633831174833,0.4065722710816137,0.6111111111111112,-8.238852231824994,175
Holy Cross,0,0,0.583,7,6,0.484,202,NA,Pat,13-16,99.48016730238395,230,106.1187943550919,240,0.32236814046476486,241,8-10,0.40579005095783954,0.5275557099225642,0.3559109197754914,0.4444444444444444,-11.205884263651928,234
Houston,0,0,0.417,5,10,0.462,238,NA,Amer,13-19,100.83538368982468,203,102.32538266064027,168,0.4579279541371493,177,4-14,0.4856430508629412,0.3172940179636275,0.5890628204220465,0.2222222222222222,-11.450597801832918,238
Houston Baptist,0,0,0.333,4,8,0.435,285,NA,Slnd,8-16,98.50607040970182,246,115.46377580521333,343,0.13863846063736276,319,7-11,0.3993068609480905,0.5688431291691115,0.3427947715410835,0.3888888888888889,-11.89476914261278,250
Howard,0,0,0.583,7,4,0.458,251,NA,MEAC,13-16,90.91257487768532,335,100.93652786186999,147,0.2309728929485538,290,10-6,0.34358444733753407,0.519844573755301,0.21809224038549696,0.625,-11.575057805638295,241
Idaho,0,0,0.5,6,7,0.450,267,NA,BSky,11-17,104.60370417988275,122,110.93786363017767,323,0.33713232479224886,235,8-10,0.3940277497371522,0.5072680167727924,0.328715334067071,0.4444444444444444,-12.945188397982994,268
